event,url,date,title,sentence,Deaths,Injury,Location,Date,Time
assault,https://www.11alive.com/article/news/crime/two-charged-in-shooting-death-following-monroe-county-crash/85-75caca65-0ce2-4fff-b7f0-a63f51b0d89f,2020-09-01,2 charged in death of Forsyth man after crash,A man and woman have been charged in connection with the shooting death of a Forsyth man found at the site of a wreck early Sunday morning on Highway 42 South in Monroe County.,1,0,1,1,1
assault,https://www.11alive.com/article/news/crime/two-charged-in-shooting-death-following-monroe-county-crash/85-75caca65-0ce2-4fff-b7f0-a63f51b0d89f,2020-09-01,2 charged in death of Forsyth man after crash,"According to Anna Lewis with the Monroe County Sheriff's Office, deputies responded to a call about a crash and a person being shot on Highway 42 South at about 12:38 a.m. Sunday.",0,1,1,1,1
assault,https://www.11alive.com/article/news/crime/two-charged-in-shooting-death-following-monroe-county-crash/85-75caca65-0ce2-4fff-b7f0-a63f51b0d89f,2020-09-01,2 charged in death of Forsyth man after crash,Deputies said they found a Forsyth man dead from gunshot wounds near two vehicles that were wrecked.,1,0,0,0,0
assault,https://www.11alive.com/article/news/crime/two-charged-in-shooting-death-following-monroe-county-crash/85-75caca65-0ce2-4fff-b7f0-a63f51b0d89f,2020-09-01,2 charged in death of Forsyth man after crash,"She said that Scott, in turn, then shot High.",0,1,0,0,0
assault,https://www.11alive.com/article/news/crime/two-charged-in-shooting-death-following-monroe-county-crash/85-75caca65-0ce2-4fff-b7f0-a63f51b0d89f,2020-09-01,2 charged in death of Forsyth man after crash,"When they arrived, Lewis said, the deputies found the body of 35-year-old Michael High of Forsyth, dead from a gunshot wound.",1,0,0,0,0
flood,https://www.dawn.com/news/1577387/2-children-killed-in-shangla-as-heavy-rains-damage-houses-block-major-roads-in-kp?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+dawn-news+%28Dawn+News%29,2020-09-01,"2 children killed in Shangla as heavy rains damage houses, block major roads in KP","Also, landslides hit vehicles in Diamer district of Gilgit-Baltistan, killing a truck driver and injuring several others.",1,0,1,0,0
flood,https://www.dawn.com/news/1577387/2-children-killed-in-shangla-as-heavy-rains-damage-houses-block-major-roads-in-kp?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+dawn-news+%28Dawn+News%29,2020-09-01,"2 children killed in Shangla as heavy rains damage houses, block major roads in KP","At least two people were killed and seven others injured in Khyber Pakhtunkhwa's Shangla district in various incidents as widespread rains damaged houses and blocked major arteries in parts of the province on Tuesday, officials said.",1,1,1,1,0
flood,https://www.dawn.com/news/1577387/2-children-killed-in-shangla-as-heavy-rains-damage-houses-block-major-roads-in-kp?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+dawn-news+%28Dawn+News%29,2020-09-01,"2 children killed in Shangla as heavy rains damage houses, block major roads in KP","Last Friday, at least 20 people were killed and nine suffered injuries in flash floods caused by cloudbursts in different parts of Khyber Pakhtunkhwa.",1,1,1,1,0
flood,https://www.dawn.com/news/1577387/2-children-killed-in-shangla-as-heavy-rains-damage-houses-block-major-roads-in-kp?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+dawn-news+%28Dawn+News%29,2020-09-01,"2 children killed in Shangla as heavy rains damage houses, block major roads in KP","In another incident, the roof of a house collapsed during a wedding in Malak Khel area of Alpuri tehsil where five people were injured.",0,1,1,0,0
flood,https://www.dawn.com/news/1577387/2-children-killed-in-shangla-as-heavy-rains-damage-houses-block-major-roads-in-kp?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+dawn-news+%28Dawn+News%29,2020-09-01,"2 children killed in Shangla as heavy rains damage houses, block major roads in KP","Shangla Deputy Commissioner Imran Hussain Ranjha said a house collapsed in Batkot area of Bisham tehsil, leaving two minor brothers, 8-year-old Idrees and 4-year-old Raees, dead.",1,0,1,0,0
flood,https://www.eastcoastdaily.in/2020/09/01/2-children-killed-6-injured-in-school-building-collapse.html,2020-09-01,"2 children killed, 6 injured in school building collapse",At least 2 children were killed and 6 others injured as a school building collapsed on them. ,1,1,0,0,0
flood,https://www.eastcoastdaily.in/2020/09/01/2-children-killed-6-injured-in-school-building-collapse.html,2020-09-01,"2 children killed, 6 injured in school building collapse",The incident is reported from in Kushalgarh of Banswara in Rajasthan.,0,0,1,0,0
flood,https://www.eastcoastdaily.in/2020/09/01/2-children-killed-6-injured-in-school-building-collapse.html,2020-09-01,"2 children killed, 6 injured in school building collapse","While the condition of two of the injured is said to be serious, four others have sustained minor injuries.",0,1,0,0,0
road accident,https://www.wkbn.com/news/local-news/2-injured-after-crash-involving-motorcycle-car-in-goshen-twp/,2020-09-01,"2 injured after crash involving motorcycle, car in Goshen Twp.",A helicopter transported Ironcloud to Cleveland for treatment of serious injuries.,0,1,1,0,0
road accident,https://www.wkbn.com/news/local-news/2-injured-after-crash-involving-motorcycle-car-in-goshen-twp/,2020-09-01,"2 injured after crash involving motorcycle, car in Goshen Twp.",Investigators said Steele had minor injuries.,0,1,0,0,0
road accident,https://www.wkbn.com/news/local-news/2-injured-after-crash-involving-motorcycle-car-in-goshen-twp/,2020-09-01,"2 injured after crash involving motorcycle, car in Goshen Twp.",The crash happened around noon at the intersection of state routes 534 and 14.,0,0,1,0,1
road accident,https://www.wkbn.com/news/local-news/2-injured-after-crash-involving-motorcycle-car-in-goshen-twp/,2020-09-01,"2 injured after crash involving motorcycle, car in Goshen Twp.",Two people on a motorcycle were injured after a crash in Goshen Township on Tuesday afternoon.,0,1,1,1,1
road accident,https://www.woodtv.com/news/kent-county/2-injured-in-4-vehicle-crash-on-i-96-near-lowell/,2020-09-01,2 injured in 4-vehicle crash on I-96 near Lowell,The crash happened around 8:15 a.m. on westbound I-96 near Segwun Avenue in Lowell Township.,0,0,1,0,1
road accident,https://www.woodtv.com/news/kent-county/2-injured-in-4-vehicle-crash-on-i-96-near-lowell/,2020-09-01,2 injured in 4-vehicle crash on I-96 near Lowell,Two people were injured in a four-vehicle crash on I-96 near Lowell Tuesday morning.,0,1,1,1,1
road accident,https://www.wbtw.com/news/grand-strand/2-injured-in-crash-in-galivants-ferry-drivers-asked-to-avoid-area/,2020-09-01,"2 injured in crash in Galivants Ferry, drivers asked to avoid area",HCFR said the crash happened around 4:39 p.m. at Dog Bluff Road and Pee Dee Road.,0,0,1,0,1
road accident,https://www.wbtw.com/news/grand-strand/2-injured-in-crash-in-galivants-ferry-drivers-asked-to-avoid-area/,2020-09-01,"2 injured in crash in Galivants Ferry, drivers asked to avoid area","Two people were injured in a crash in Galivants Ferry Tuesday afternoon, according to Horry County Fire Rescue.",0,1,1,1,1
assault,https://www.nbcchicago.com/news/local/2-killed-in-markham-stabbing/2332688/,2020-09-01,2 Killed in Markham Stabbing,A man was taken into custody in connection with the fatal stabbing of a man and woman at their home Monday in south suburban Markham.,1,0,1,1,0
assault,https://www.nbcchicago.com/news/local/2-killed-in-markham-stabbing/2332688/,2020-09-01,2 Killed in Markham Stabbing,"Authorities made their way inside and found a man dead with multiple stab wounds, police said.",1,0,0,0,0
assault,https://www.nbcchicago.com/news/local/2-killed-in-markham-stabbing/2332688/,2020-09-01,2 Killed in Markham Stabbing,"Officers responded to a well-being check about 4:30 p.m. at a home in the 16600 block of Sawyer Avenue and saw someone laying in the living room area, Markham police said.",0,0,1,0,1
assault,https://www.nbcchicago.com/news/local/2-killed-in-markham-stabbing/2332688/,2020-09-01,2 Killed in Markham Stabbing,"While searching the home, officers found a woman unresponsive in a bedroom with stab wounds.",0,1,0,0,0
earthquake,https://www.dailysabah.com/world/americas/2-major-back-to-back-quakes-shake-chile,2020-09-01,2 major back-to-back quakes shake Chile,The USGS registered a magnitude 6.8 quake at 12:09 a.m. (0409 GMT) some 80 kilometers (50 miles) northwest of Vallenar in the northern Chilean region of Atacama.,0,0,1,0,1
earthquake,https://www.dailysabah.com/world/americas/2-major-back-to-back-quakes-shake-chile,2020-09-01,2 major back-to-back quakes shake Chile,"Two major earthquakes struck within half an hour near Chile's northern Pacific coast Tuesday morning, according to the U.S. Geological Service (USGS).",0,0,1,1,1
assault,https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2020/09/01/plainfield-nj-sees-another-night-multiple-shootings/3455334001/,2020-09-01,"2 Plainfield shootings leave 1 dead, 2 injured","A few hours later, two men, ages 20 and 22, suffered non-life-threatening injuries in a shooting on the 400 block of West Fourth Street and they were transported to the hospital.",0,1,1,0,0
assault,https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2020/09/01/plainfield-nj-sees-another-night-multiple-shootings/3455334001/,2020-09-01,"2 Plainfield shootings leave 1 dead, 2 injured","Both men were transported to Robert Wood Johnson University Hospital, where they underwent treatment for injuries that were not believed to be life-threatening, the statement said.",0,1,1,0,0
assault,https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2020/09/01/plainfield-nj-sees-another-night-multiple-shootings/3455334001/,2020-09-01,"2 Plainfield shootings leave 1 dead, 2 injured",One man was killed and two others were injured in separate shootings that occurred within minutes of each other Monday night.,1,1,0,1,1
assault,https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2020/09/01/plainfield-nj-sees-another-night-multiple-shootings/3455334001/,2020-09-01,"2 Plainfield shootings leave 1 dead, 2 injured","On Aug. 20, Cory Johnson, 30, was killed during a shooting on the 400 block of Grant Avenue and another man at the scene was found seriously injured and rushed to the hospital.",1,0,1,1,0
assault,https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2020/09/01/plainfield-nj-sees-another-night-multiple-shootings/3455334001/,2020-09-01,"2 Plainfield shootings leave 1 dead, 2 injured","Several minutes later, officers responded to the area of New and West Fourth streets where they found two men, ages 26 and 37, who also had been shot, according to the statement.",0,1,1,0,0
assault,https://www.mycentraljersey.com/story/news/crime/jersey-mayhem/2020/09/01/plainfield-nj-sees-another-night-multiple-shootings/3455334001/,2020-09-01,"2 Plainfield shootings leave 1 dead, 2 injured","Shortly before 9 p.m. Monday, members of the Plainfield Police Division responded to the 200 block of Pond Place and found a 23-year-old man with serious gunshot injuries who was subsequently pronounced dead at the scene, acting Union County Prosecutor Lyndsay V. Ruotolo and Plainfield Police Director Lisa Burgess said a prepared statement.",1,0,1,1,1
assault,https://www.myhighplains.com/news/texas/3-found-dead-in-dallas-after-man-says-he-killed-wife-kids/,2020-09-01,"3 found dead in Dallas after man says he killed wife, kids",Dallas police say officers found the bodies of three people in an apartment after a man called an alarm company and said he’d killed his wife and two children.,1,0,1,0,0
assault,https://www.myhighplains.com/news/texas/3-found-dead-in-dallas-after-man-says-he-killed-wife-kids/,2020-09-01,"3 found dead in Dallas after man says he killed wife, kids","Police said the three people killed were Webb’s wife and her two sons, ages 13 and 16.",1,0,0,0,0
road accident,https://nj1015.com/3-people-including-a-child-killed-in-crash-that-left-cars-twisted-and-torn/,2020-09-01,"3 people, including child, killed in crash that left cars twisted","A Honda heading southbound struck a northbound Mazda around 7 p.m. at Broad Street and Central Avenue, sending the Mazda into a Toyota, Stephens said.",0,0,1,0,1
road accident,https://nj1015.com/3-people-including-a-child-killed-in-crash-that-left-cars-twisted-and-torn/,2020-09-01,"3 people, including child, killed in crash that left cars twisted","Elba Galarza, 77, of Glen Ridge, a passenger in the Honda and Clarise Pizcha, 11, a rear seat passenger in the Mazda, both died from injuries sustained in the crash after being taken to a hospital.",1,0,0,0,0
road accident,https://nj1015.com/3-people-including-a-child-killed-in-crash-that-left-cars-twisted-and-torn/,2020-09-01,"3 people, including child, killed in crash that left cars twisted","The driver of the Mazda, Rosa Lojalema, 35, died two hours later.",1,0,0,0,0
